post_id,date,content_type,topic,posting_time,day_of_week,caption_length,hashtag_count,followers,impressions,reach,views,likes,comments,shares,saves
POST_0249,2024-09-23,Image,Behind the Scenes,08:24,Saturday,73,27,456310,174091,102194,49640,2440,399,585,954
POST_0250,2023-09-24,Image,Seasonal,13:57,Saturday,170,27,189931,16102,11685,4909,491,70,47,212
POST_0251,2023-01-30,Story,Educational,14:14,Sunday,148,17,209684,48013,27018,9481,599,98,114,70
POST_0252,2023-04-20,Carousel,User Generated,15:04,Sunday,303,23,193198,84549,58617,35575,1256,155,98,318
POST_0253,2024-08-11,Image,Product,10:34,Friday,79,28,490128,204600,168155,95922,2781,555,235,890
POST_0254,2024-09-28,Reel,Promotional,14:38,Wednesday,161,8,170164,18529,13319,9999,416,78,57,49
POST_0255,2023-06-04,Reel,Entertainment,11:58,Friday,109,1,171501,63358,61522,35606,3916,790,414,629
POST_0256,2024-03-15,Story,Product,17:51,Wednesday,91,,164634,89038,54186,27433,1133,125,184,241
POST_0257,2024-02-24,Carousel,Educational,19:52,Wednesday,85,19,164156,62895,58175,26585,1810,273,140,443
POST_0258,2023-04-08,Reel,Tutorial,17:37,Friday,94,16,45775,16807,13478,6292,862,102,76,380
POST_0259,2023-11-26,Reel,Tutorial,06:21,Thursday,234,2,302533,125634,86510,74113,6691,542,1237,1615
POST_0260,2024-05-21,Story,Promotional,22:25,Friday,175,16,13577,3283,3174,1266,36,6,4,11
POST_0261,2024-12-07,Reel,Behind the Scenes,06:07,Wednesday,185,5,113750,33685,31676,28283,2297,366,403,426
POST_0262,2024-09-10,Carousel,Seasonal,22:25,Wednesday,202,15,101855,58940,37858,18783,1367,290,296,418
POST_0263,2023-03-13,Image,User Generated,06:21,Monday,301,17,146452,13191,12475,4404,191,17,16,66
POST_0264,2023-06-23,Reel,Promotional,14:02,Friday,347,19,378568,83958,60766,27296,2291,494,419,100
POST_0265,2023-11-15,Video,Educational,07:12,Friday,220,12,300148,28746,22618,7578,822,206,106,247
POST_0266,2023-04-20,Reel,Product,07:31,Sunday,264,12,495414,223006,188595,145975,7914,1094,1008,1324
POST_0267,2024-02-21,Reel,Product,17:21,Thursday,300,20,176248,41757,36279,22040,1963,442,189,642
POST_0268,2023-01-07,Reel,Behind the Scenes,18:58,Thursday,282,22,464334,214180,132971,66776,13025,1670,3006,4759
POST_0269,2023-03-24,Reel,Seasonal,08:28,Monday,71,24,23411,14199,8062,5621,328,71,61,120
POST_0270,2023-02-04,Reel,Product,22:56,Tuesday,393,10,252605,111487,100246,68005,4587,947,690,646
POST_0271,2023-08-04,Reel,Behind the Scenes,11:38,Wednesday,82,12,399625,75321,42609,36810,3350,695,777,469
POST_0272,2024-07-10,Reel,Product,11:02,Wednesday,176,9,266380,129663,87859,77030,3082,678,431,981
POST_0273,2023-05-10,Reel,Seasonal,11:12,Wednesday,267,15,466721,254690,168298,119224,8912,1338,1932,1716
POST_0274,2024-12-21,Story,Entertainment,13:41,Wednesday,173,3,157976,16621,10601,8382,410,90,83,102
POST_0275,2023-07-16,Story,Promotional,09:32,Saturday,112,12,17633,8652,5535,4292,24,4,5,7
POST_0276,2023-02-02,Image,Entertainment,13:17,Monday,370,5,387195,111655,67431,40106,1176,109,243,203
POST_0277,2023-09-02,Image,Entertainment,09:30,Wednesday,47,15,34934,13419,9677,6993,293,27,67,65
POST_0278,2024-06-30,Image,Promotional,06:53,Tuesday,113,25,382613,125504,87969,30521,2200,421,209,482
POST_0279,2023-03-19,Carousel,Product,12:22,Wednesday,397,29,366975,65106,51710,39031,1556,274,316,295
POST_0280,2023-02-22,Carousel,Promotional,17:02,Friday,297,13,422291,44560,41100,36048,2081,303,388,207
POST_0281,2024-09-12,Reel,Entertainment,18:18,Monday,53,1,239984,33425,21822,7659,616,148,120,168
POST_0282,2024-03-08,Reel,Entertainment,12:55,Wednesday,306,6,447856,39625,38588,30934,1926,379,254,710
POST_0283,2023-09-08,Reel,User Generated,11:44,Monday,388,3,85746,28594,23428,20143,681,108,177,243
POST_0284,2024-07-05,Reel,Promotional,19:49,Sunday,57,22,217740,40506,37667,16412,993,143,110,323
POST_0285,2024-09-08,Story,User Generated,17:53,Saturday,177,29,61795,8961,7775,4780,454,78,70,106
POST_0286,2023-09-20,Image,Product,20:06,Tuesday,197,16,383670,169369,112092,96030,2557,489,396,439
POST_0287,2024-02-14,Reel,Seasonal,21:16,Tuesday,69,5,357421,155979,103794,90937,6657,1180,733,2520
POST_0288,2023-01-08,Image,Educational,19:03,Monday,96,0,403392,128728,96293,36276,1972,360,436,806
POST_0289,2023-08-12,Image,Product,21:00,Thursday,86,29,382407,154663,144257,73484,8371,1592,764,2255
POST_0290,2024-03-10,Reel,Tutorial,13:49,Saturday,90,9,154921,38574,28644,20591,2398,413,408,209
POST_0291,2023-05-24,Carousel,Educational,12:55,Friday,173,3,34965,15356,11977,5185,243,54,55,58
POST_0292,2024-12-24,Reel,Promotional,11:09,Sunday,196,5,464691,55890,35455,17545,412,40,60,203
POST_0293,2024-12-09,Video,User Generated,09:42,Wednesday,110,7,246916,111617,76282,23950,1345,284,274,368
POST_0294,2023-07-08,Reel,Product,18:31,Tuesday,129,19,48076,26521,19036,7464,958,158,102,343
POST_0295,2023-10-17,Carousel,Seasonal,18:04,Thursday,93,26,463605,223097,160550,102334,9773,955,2238,3666
POST_0296,2023-05-19,Video,Tutorial,19:54,Tuesday,322,8,497140,222902,125718,86978,6116,1197,1475,1372
POST_0297,2024-01-03,Video,Behind the Scenes,08:51,Sunday,100,20,223303,96542,60150,41464,2775,522,280,722
POST_0298,2023-04-01,Carousel,Entertainment,14:33,Tuesday,364,1,385275,93502,66903,51315,2175,370,430,641
POST_0299,2023-10-13,Carousel,Tutorial,09:41,Thursday,224,0,19112,7608,5500,3020,218,46,36,58
POST_0300,2024-02-10,Story,Product,21:23,Thursday,325,1,47542,15517,15196,7052,515,74,95,244
POST_0301,2024-03-22,Carousel,Promotional,10:46,Monday,261,27,139006,97375,55516,17173,1226,125,215,217
POST_0302,2024-03-11,Reel,User Generated,08:26,Thursday,121,17,328458,91684,73036,30965,3625,504,586,1219
POST_0303,2023-06-11,Image,Entertainment,15:58,Thursday,248,24,67577,5816,4828,2353,245,37,45,82
POST_0304,2024-08-01,Image,Seasonal,20:03,Tuesday,124,0,18055,8400,4668,1899,115,24,15,52
POST_0305,2024-05-19,Carousel,Tutorial,21:10,Monday,65,0,334716,48317,30679,9574,818,170,111,169
POST_0306,2024-07-03,Image,Entertainment,07:57,Monday,116,25,385323,54255,52275,20620,796,143,160,73
POST_0307,2023-12-08,Image,Behind the Scenes,11:17,Monday,124,3,369867,64077,61055,42717,1224,148,134,696
POST_0308,2024-10-13,Story,Educational,08:18,Thursday,71,4,399812,124780,122286,82879,2405,364,461,977
POST_0309,2023-10-12,Reel,User Generated,11:46,Monday,28,15,401622,67944,45918,39554,2004,230,239,1031
POST_0310,2024-08-11,Reel,Promotional,15:11,Sunday,,18,301602,34442,32577,25374,1210,224,254,203
POST_0311,2023-05-29,Image,Tutorial,10:30,Tuesday,215,6,260187,29875,17104,10957,555,60,87,105
POST_0312,2023-06-30,Image,Behind the Scenes,07:16,Friday,172,13,428573,266653,152415,58303,6213,1034,911,1935
POST_0313,2024-01-20,Reel,Promotional,14:11,Friday,373,20,174665,73464,51129,32642,922,198,115,299
POST_0314,2024-02-10,Image,Promotional,06:56,Thursday,105,13,49843,4762,3189,1074,97,17,13,19
POST_0315,2024-06-28,Image,Seasonal,09:11,Sunday,173,11,376229,27798,22536,12587,337,40,74,59
POST_0316,2023-08-06,Image,Behind the Scenes,06:05,Monday,341,2,138685,35794,34052,18189,902,128,155,352
POST_0317,2024-09-29,Image,Entertainment,07:39,Tuesday,260,13,489448,115864,72872,40566,2884,579,487,1075
POST_0318,2023-08-29,Story,Tutorial,13:51,Tuesday,171,24,207674,58134,53757,25152,1768,307,365,490
POST_0319,2024-01-25,Reel,User Generated,20:07,Monday,117,18,426044,92001,86108,61265,5829,521,769,1630
POST_0320,2024-11-11,Video,User Generated,19:41,Wednesday,33,26,22186,10339,8278,6660,441,92,62,80
POST_0321,2024-01-29,Video,Product,07:31,Wednesday,52,3,329956,50230,49735,37853,2221,346,286,565
POST_0322,2024-05-12,Image,Behind the Scenes,06:48,Saturday,81,0,224659,87076,64634,43734,2756,397,266,668
POST_0323,2024-10-25,Image,Tutorial,11:07,Wednesday,318,16,231838,25023,15978,9954,527,62,108,194
POST_0324,2024-12-12,Image,Seasonal,17:57,Sunday,262,5,133341,84147,51276,16339,1098,160,250,320
POST_0325,2023-12-31,Carousel,Promotional,18:36,Saturday,184,17,485625,283307,190979,140132,3378,505,853,1337
POST_0326,2023-11-01,Story,Educational,19:49,Sunday,317,27,196974,101993,60801,38121,2416,273,490,373
POST_0327,2023-05-24,Carousel,Entertainment,11:21,Monday,81,10,425389,119974,90533,41866,1523,255,227,386
POST_0328,2024-01-28,Image,Product,08:55,Sunday,100,16,213126,45444,27066,13443,786,127,103,306
POST_0329,2024-11-01,Story,Entertainment,06:36,Friday,169,20,25089,11788,8389,7225,250,62,50,85
POST_0330,2023-12-22,Reel,Behind the Scenes,08:07,Sunday,368,4,439826,159493,135344,91305,11349,2484,2507,895
POST_0331,2023-09-12,Story,User Generated,07:54,Wednesday,253,26,93369,20925,11921,6980,143,15,26,32
POST_0332,2023-03-20,Reel,Entertainment,20:46,Sunday,343,6,135900,34472,28257,19004,3119,288,477,916
POST_0333,2023-10-12,Story,User Generated,10:17,Friday,114,24,430692,93210,91297,50053,1075,238,220,320
POST_0334,2023-06-22,Carousel,Promotional,19:32,Monday,342,19,446977,181072,151634,88267,4388,954,812,234
POST_0335,2024-12-14,Reel,Tutorial,15:22,Wednesday,47,4,458460,171566,132653,62902,8527,1753,1825,757
POST_0336,2024-01-21,Story,Seasonal,15:32,Monday,106,21,213559,75264,58751,33130,476,38,92,128
POST_0337,2023-04-11,Reel,Entertainment,13:56,Sunday,218,5,378729,149177,105074,74744,4393,509,633,1249
POST_0338,2023-02-19,Story,Behind the Scenes,19:53,Wednesday,39,17,164576,40628,23808,7712,365,28,41,99
POST_0339,2024-09-13,Reel,Promotional,06:12,Tuesday,346,28,370455,82321,66718,51840,1807,346,262,208
POST_0340,2024-11-10,Video,User Generated,07:57,Thursday,349,28,251753,23531,16611,7803,811,137,105,217
POST_0341,2024-07-10,Reel,Tutorial,13:25,Wednesday,225,26,26927,11146,8762,6216,296,49,69,70
POST_0342,2023-04-01,Video,Educational,12:41,Monday,136,14,209453,69967,42215,28944,1099,191,183,345
POST_0343,2023-03-13,Carousel,Product,15:45,Saturday,57,16,234395,53682,47672,32968,1947,217,281,450
POST_0344,2023-05-25,Story,Tutorial,18:28,Saturday,255,9,129428,19041,17585,11691,583,99,76,145
POST_0345,2024-07-02,Carousel,Educational,15:26,Saturday,224,27,187860,32483,23163,20278,1000,94,203,485
POST_0346,2024-07-12,Carousel,Seasonal,10:26,Friday,308,14,251836,99020,64403,38964,2372,475,423,883
POST_0347,2024-09-03,Video,Promotional,11:50,Wednesday,248,23,25801,5547,3390,2506,113,20,10,22
POST_0348,2023-03-12,Reel,Entertainment,18:22,Thursday,68,10,76749,8185,5562,4022,634,108,127,60
POST_0349,2023-04-22,Story,Entertainment,09:16,Thursday,66,22,383624,197904,122233,53997,3583,430,444,716
POST_0350,2024-10-19,Reel,Tutorial,14:21,Tuesday,316,6,176613,42186,32101,15086,1766,381,268,461
POST_0351,2024-11-08,Story,Product,15:11,Monday,80,22,304584,57229,55763,30915,762,138,80,162
POST_0352,2024-06-13,Reel,User Generated,18:23,Tuesday,376,1,283329,62226,56938,26568,1635,152,255,384
POST_0353,2023-03-19,Story,User Generated,18:06,Thursday,60,3,276057,95419,92552,48131,3218,374,647,1149
POST_0354,2023-02-20,Story,Seasonal,13:05,Tuesday,296,10,207290,42493,33641,17983,205,40,49,65
POST_0355,2023-02-10,Image,Educational,11:42,Monday,390,14,242174,106628,76360,50574,2962,334,233,706
POST_0356,2024-05-20,Image,User Generated,12:04,Saturday,187,21,412132,200638,156132,67438,6599,737,1753,2812
POST_0357,2024-09-09,Carousel,Behind the Scenes,12:33,Wednesday,41,10,482559,196623,135745,106230,10470,1072,1970,2859
POST_0358,2024-04-06,Carousel,Educational,09:46,Friday,353,0,129104,35942,25961,14603,616,63,74,199
POST_0359,2023-07-11,Image,Product,16:42,Thursday,91,9,335067,161097,104449,75594,3348,501,361,924
POST_0360,2024-07-06,Story,Behind the Scenes,09:26,Saturday,,13,484916,156362,101960,35570,3504,659,474,1319
POST_0361,2023-02-13,Video,Product,17:11,Saturday,394,16,4784,1170,933,542,40,4,8,9
POST_0362,2024-08-27,Reel,Product,18:54,Wednesday,303,19,392576,117229,91803,29095,5007,1042,680,1869
POST_0363,2024-10-13,Reel,Behind the Scenes,22:49,Saturday,37,7,248913,58908,40125,28310,2778,321,396,625
POST_0364,2024-06-08,Reel,Educational,08:36,Wednesday,331,18,483828,61811,41845,21183,2361,328,488,874
POST_0365,2024-10-03,Story,Tutorial,18:05,Saturday,81,18,289555,70749,56520,49147,3269,361,685,681
POST_0366,2024-03-03,Image,Product,07:02,Wednesday,304,23,419230,49476,39135,19351,976,188,169,130
POST_0367,2023-12-08,Carousel,Behind the Scenes,11:18,Monday,255,15,83841,25250,16236,10363,484,122,105,127
POST_0368,2023-08-24,Story,User Generated,08:09,Saturday,129,24,71909,26733,17612,8003,519,88,59,221
POST_0369,2024-11-03,Image,Seasonal,08:50,Monday,180,6,463363,192918,174108,117012,2996,243,619,636
POST_0370,2024-05-24,Carousel,Entertainment,08:12,Saturday,64,21,263703,22359,16528,9589,614,83,84,311
POST_0371,2023-05-20,Carousel,Seasonal,06:16,Monday,394,1,279612,128217,74799,39073,1031,117,112,523
POST_0372,2024-11-29,Reel,Behind the Scenes,19:57,Tuesday,110,3,85819,18562,18039,7616,812,176,193,133
POST_0373,2023-02-13,Image,User Generated,07:48,Friday,137,25,114138,10973,6516,2390,153,12,15,42
POST_0374,2024-03-04,Image,User Generated,12:12,Sunday,211,14,409295,63551,56213,20907,1663,384,166,410
POST_0375,2023-05-20,Reel,Seasonal,17:22,Wednesday,275,,152361,19591,13936,12534,800,143,148,226
POST_0376,2024-04-29,Reel,Seasonal,22:30,Monday,212,18,292496,49316,36818,20153,448,65,52,78
POST_0377,2023-10-29,Video,Seasonal,20:39,Tuesday,211,20,158950,23410,23222,6993,1165,253,119,344
POST_0378,2023-11-16,Image,Promotional,08:55,Sunday,241,7,132461,43702,25228,21992,402,34,72,146
POST_0379,2024-05-05,Image,Tutorial,22:51,Saturday,345,5,83844,26892,19717,6151,953,198,196,211
POST_0380,2024-07-05,Story,Tutorial,17:57,Monday,170,1,464869,41270,23404,12899,407,42,88,146
POST_0381,2023-10-05,Story,Seasonal,09:02,Wednesday,,25,470091,61638,50137,36624,790,176,86,268
POST_0382,2024-12-29,Video,Behind the Scenes,13:13,Tuesday,319,6,58477,8190,4838,4106,186,29,30,41
POST_0383,2023-12-30,Carousel,Behind the Scenes,21:33,Tuesday,385,17,177272,74674,42968,31269,1504,151,355,696
POST_0384,2023-04-28,Image,Seasonal,12:02,Saturday,366,13,282367,67416,46640,26966,1695,346,171,387
POST_0385,2023-01-05,Image,User Generated,09:20,Friday,323,4,192259,54055,46514,41149,1442,131,176,738
POST_0386,2023-05-28,Video,Educational,20:09,Tuesday,113,12,360799,71296,46051,14901,3383,355,279,1552
POST_0387,2024-05-19,Story,Tutorial,22:55,Friday,314,2,130854,11012,7652,6826,117,26,21,42
POST_0388,2024-01-29,Video,Behind the Scenes,22:03,Wednesday,299,5,30365,20228,11522,9328,336,51,36,108
POST_0389,2023-09-04,Reel,Seasonal,22:08,Monday,130,,169130,20091,14867,12746,551,115,102,69
POST_0390,2023-12-18,Carousel,Seasonal,20:11,Thursday,277,24,299330,34325,28256,12796,1248,234,302,285
POST_0391,2024-09-03,Story,Behind the Scenes,13:08,Tuesday,116,17,91138,10252,9231,3558,148,28,18,64
POST_0392,2024-02-22,Reel,Tutorial,09:33,Tuesday,218,27,408134,250327,160579,112082,7841,1063,1542,2981
POST_0393,2023-02-12,Story,Seasonal,16:21,Sunday,322,13,7112,3368,1893,1153,54,5,5,17
POST_0394,2023-02-05,Story,Entertainment,09:53,Friday,91,6,34696,9352,9145,5614,257,63,22,94
POST_0395,2023-12-18,Reel,Educational,14:15,Monday,148,18,254909,160471,100776,86140,2598,235,490,577
POST_0396,2023-10-23,Image,Tutorial,17:31,Saturday,322,27,256609,36177,20773,13960,834,143,129,285
POST_0397,2024-09-12,Carousel,Tutorial,22:38,Friday,192,15,148147,61402,57936,28193,1452,194,363,503
POST_0398,2024-03-01,Reel,Entertainment,10:36,Sunday,385,0,130020,17176,15785,8524,1034,119,162,255
POST_0399,2024-07-06,Image,Product,10:46,Saturday,23,9,35836,14923,9606,3651,206,36,21,70
POST_0400,2024-03-03,Image,Behind the Scenes,18:11,Wednesday,294,27,331799,99261,65374,27155,3552,831,608,1413
POST_0401,2023-09-10,Image,Promotional,06:29,Thursday,329,15,190134,36987,35057,13532,1072,197,108,169
POST_0402,2024-04-24,Video,Educational,15:47,Thursday,368,28,60220,37749,22638,17797,1081,258,260,292
POST_0403,2024-03-29,Carousel,Behind the Scenes,18:50,Saturday,79,15,200519,29081,20498,14818,701,92,138,232
POST_0404,2024-06-09,Reel,Behind the Scenes,15:36,Tuesday,393,0,468588,322637,186954,115576,6029,958,834,2100
POST_0405,2023-05-19,Video,Educational,12:38,Wednesday,169,26,131357,40854,23998,12589,1095,89,180,393
POST_0406,2024-04-13,Carousel,Educational,20:50,Tuesday,153,22,447469,204567,123980,86921,7016,1310,1228,953
POST_0407,2023-07-28,Reel,Behind the Scenes,12:36,Wednesday,155,21,130112,71459,50583,39846,4017,585,935,1755
POST_0408,2024-07-30,Carousel,Promotional,18:55,Tuesday,262,29,93801,7906,6581,5453,220,33,18,48
POST_0409,2024-08-05,Reel,Product,13:07,Monday,270,5,131060,68672,48885,30710,2509,259,202,909
POST_0410,2024-04-01,Video,Behind the Scenes,06:20,Sunday,200,27,162309,43626,40371,31971,1191,226,105,198
POST_0411,2024-11-22,Story,Product,15:06,Monday,46,6,61183,27705,18143,11008,380,74,50,62
POST_0412,2024-01-28,Story,Tutorial,06:05,Sunday,394,29,294229,33297,30074,17584,422,84,59,48
POST_0413,2023-01-19,Reel,Behind the Scenes,21:27,Monday,104,5,167390,55819,39618,32457,3024,257,300,1144
POST_0414,2024-03-18,Carousel,Promotional,16:13,Saturday,55,16,359313,107132,102666,54600,1690,417,255,438
POST_0415,2024-07-21,Reel,Tutorial,12:24,Wednesday,247,23,246003,63942,51583,27728,2282,276,348,796
POST_0416,2023-03-15,Reel,Promotional,14:25,Thursday,176,2,221885,27424,23130,11170,907,113,85,294
POST_0417,2023-03-18,Reel,Entertainment,16:36,Tuesday,253,2,236026,47823,31967,19538,1344,164,310,372
POST_0418,2023-07-19,Carousel,User Generated,10:55,Thursday,352,,78989,44923,27570,17283,499,58,83,117
POST_0419,2024-09-08,Reel,Promotional,10:50,Thursday,56,1,356727,23154,22140,15415,317,59,50,137
POST_0420,2024-01-21,Video,User Generated,13:22,Thursday,127,18,52971,26530,15790,8815,686,75,102,155
POST_0421,2024-12-13,Story,Seasonal,10:19,Wednesday,216,28,361042,243732,144339,62167,2806,431,393,1203
POST_0422,2024-09-29,Reel,Seasonal,18:45,Thursday,319,18,499882,33505,26303,21571,1144,191,224,96
POST_0423,2024-02-10,Reel,Tutorial,07:07,Saturday,248,14,382235,62089,40656,20637,2304,537,432,747
POST_0424,2024-05-10,Reel,Entertainment,20:31,Thursday,165,12,228220,86278,65259,55715,3037,636,530,1131
POST_0425,2023-08-30,Story,Behind the Scenes,11:24,Wednesday,251,19,157923,12595,11212,4758,326,53,68,39
POST_0426,2023-03-07,Carousel,Promotional,15:10,Monday,392,17,436393,159228,111902,71173,1691,162,336,325
POST_0427,2023-10-19,Reel,Entertainment,08:36,Wednesday,202,15,129338,40015,37430,23280,1420,282,282,165
POST_0428,2024-03-08,Carousel,Seasonal,12:18,Monday,355,4,241705,105299,61840,49298,1175,91,122,306
POST_0429,2023-05-14,Reel,Behind the Scenes,18:10,Tuesday,316,19,385665,119283,68576,26285,3411,441,377,1548
POST_0430,2023-06-11,Carousel,Promotional,10:38,Sunday,134,22,461256,224779,135631,114738,1599,132,282,360
POST_0431,2023-01-11,Video,User Generated,08:10,Monday,114,21,460557,172298,118825,73535,2370,459,380,723
POST_0432,2024-06-19,Carousel,Educational,14:39,Thursday,312,2,44791,7944,5494,3580,280,38,52,75
POST_0433,2024-10-18,Story,Educational,08:09,Saturday,98,21,449233,198440,111004,67279,4307,804,880,992
POST_0434,2024-08-27,Carousel,Tutorial,11:25,Sunday,148,21,57895,24883,20765,6678,526,80,76,274
POST_0435,2023-10-05,Reel,Behind the Scenes,13:47,Tuesday,109,5,292653,87974,82935,49616,4897,735,604,1462
POST_0436,2024-03-09,Reel,Product,15:13,Tuesday,250,25,464886,144968,100009,45817,2959,428,442,641
POST_0437,2024-12-02,Reel,User Generated,16:45,Wednesday,131,15,327748,67289,53276,26937,2349,222,315,1192
POST_0438,2024-03-07,Image,Entertainment,17:42,Thursday,270,14,473799,47713,37932,26152,1456,196,246,213
POST_0439,2023-08-04,Story,Behind the Scenes,20:53,Sunday,375,21,172822,23570,23438,14030,701,127,139,148
POST_0440,2023-09-05,Story,Seasonal,07:09,Tuesday,335,15,158044,12583,8520,3032,88,16,14,36
POST_0441,2024-06-14,Carousel,Promotional,12:42,Tuesday,380,16,163781,78420,64745,22260,534,47,101,144
POST_0442,2023-11-22,Reel,Tutorial,06:55,Tuesday,29,9,178227,26213,22789,9375,644,130,112,228
POST_0443,2024-09-03,Story,Seasonal,06:45,Sunday,193,27,341720,118251,114546,47482,3267,472,708,1392
POST_0444,2024-09-22,Reel,User Generated,09:11,Monday,103,29,226772,31929,24723,16440,1182,93,131,406
POST_0445,2023-01-27,Reel,Educational,16:48,Wednesday,368,3,368977,93798,55073,22397,1309,151,286,565
POST_0446,2024-06-12,Story,Product,21:06,Monday,290,21,208664,52017,40980,33973,715,126,153,270
POST_0447,2023-09-28,Video,Seasonal,19:34,Tuesday,141,0,154554,39007,25276,10763,866,106,100,239
POST_0448,2024-01-15,Story,Seasonal,16:29,Sunday,234,11,95832,50675,31569,11196,468,100,88,183
POST_0449,2023-07-13,Reel,Entertainment,19:31,Monday,250,,275977,134206,106304,87748,6854,756,1383,1216
POST_0450,2023-09-26,Story,Product,08:30,Wednesday,208,5,449289,265344,160105,76401,2133,405,238,411
POST_0451,2023-08-30,Reel,Behind the Scenes,20:01,Sunday,200,11,429624,69245,44574,24749,4593,632,993,1823
POST_0452,2023-02-06,Carousel,Product,21:29,Friday,40,6,127400,59346,41002,35893,2684,479,621,492
POST_0453,2024-07-25,Story,Product,07:55,Monday,191,21,239339,24379,24360,21110,337,77,81,102
POST_0454,2023-04-15,Reel,Educational,13:25,Thursday,152,13,352930,134134,130472,95107,9289,1275,1298,2543
POST_0455,2023-10-02,Reel,Tutorial,20:16,Sunday,330,17,306599,127107,70903,24203,4897,478,969,2410
POST_0456,2023-05-21,Reel,Product,14:58,Wednesday,348,28,34510,9410,5788,3796,183,27,39,16
POST_0457,2023-04-28,Video,Seasonal,20:05,Thursday,305,15,295938,54358,31061,27751,1133,291,208,319
POST_0458,2023-09-30,Image,User Generated,21:28,Thursday,31,22,20336,1894,1100,954,46,10,4,12
POST_0459,2024-11-01,Carousel,Behind the Scenes,14:30,Friday,,2,59133,8220,8088,2940,151,19,14,83
POST_0460,2024-11-20,Story,Tutorial,07:28,Tuesday,170,6,327211,197711,121037,65067,3722,803,826,1051
POST_0461,2023-10-06,Story,Promotional,11:54,Saturday,178,28,52171,23361,17166,8399,198,27,29,67
POST_0462,2024-01-04,Reel,Behind the Scenes,09:24,Sunday,379,25,170168,108125,66268,25038,3167,328,371,1114
POST_0463,2024-12-20,Video,Product,14:57,Monday,349,19,294624,25255,25121,18008,531,88,64,77
POST_0464,2023-06-21,Image,Product,15:03,Saturday,39,11,328074,103860,84401,39188,2983,539,677,1188
POST_0465,2024-11-20,Story,Promotional,13:43,Saturday,156,5,223419,50079,31279,15855,287,54,50,132
POST_0466,2023-03-19,Story,Product,09:34,Saturday,304,25,47916,18797,11501,4073,180,39,40,40
POST_0467,2023-06-14,Story,Entertainment,11:14,Wednesday,224,23,399753,96960,64823,38814,1145,158,233,357
POST_0468,2023-09-04,Video,User Generated,17:13,Thursday,117,7,474975,87952,70872,27987,5123,876,1106,401
POST_0469,2023-01-28,Reel,Promotional,06:42,Saturday,219,17,444471,139175,111493,62352,5726,722,1157,732
POST_0470,2024-08-18,Image,Product,09:37,Tuesday,349,18,374508,75820,42754,16503,741,58,82,206
POST_0471,2024-09-16,Image,Seasonal,21:36,Saturday,104,,201707,58384,43204,37687,2234,343,453,880
POST_0472,2023-10-07,Image,Entertainment,07:02,Sunday,,27,438257,165286,121740,47112,2952,699,251,923
POST_0473,2024-09-02,Reel,User Generated,13:35,Friday,299,,244599,33455,23203,14226,1572,233,354,217
POST_0474,2024-07-17,Reel,Educational,09:57,Wednesday,356,7,69098,34464,25960,10856,571,58,72,256
POST_0475,2024-08-08,Reel,Seasonal,07:01,Thursday,133,2,425423,139270,96572,33396,3449,630,618,614
POST_0476,2024-08-08,Image,Behind the Scenes,13:27,Monday,102,20,160760,72877,54149,22817,2057,514,474,469
POST_0477,2024-02-23,Image,User Generated,14:29,Sunday,228,19,469412,217478,130903,43572,3114,732,343,1014
POST_0478,2023-03-22,Story,User Generated,08:52,Wednesday,221,29,184803,95279,55163,21162,684,108,135,81
POST_0479,2024-11-05,Story,Educational,07:16,Monday,175,16,434828,228212,130729,77926,2597,387,226,1211
POST_0480,2024-03-20,Image,User Generated,08:28,Saturday,316,4,269049,139131,95858,66246,4611,717,625,685
POST_0481,2024-10-19,Image,Educational,17:42,Friday,323,13,234229,83949,62014,21853,2606,575,425,767
POST_0482,2024-12-01,Reel,Product,20:03,Friday,113,2,149137,34379,21979,12409,1220,300,192,493
POST_0483,2023-05-17,Story,Behind the Scenes,09:47,Monday,322,,418015,59239,35459,23003,976,218,180,286
POST_0484,2023-10-21,Image,Product,11:48,Saturday,107,20,31254,11884,8194,3609,128,21,31,43
POST_0485,2023-05-21,Reel,User Generated,11:42,Friday,174,25,234967,26839,17205,9002,877,86,115,324
POST_0486,2023-02-07,Image,Promotional,12:38,Saturday,30,10,185070,39807,24883,8537,522,98,99,203
POST_0487,2024-12-06,Image,Educational,10:44,Saturday,149,9,272152,29882,19390,8378,805,82,172,192
POST_0488,2024-11-05,Reel,Product,06:46,Tuesday,384,2,128020,49496,30995,17978,629,51,117,127
POST_0489,2024-11-11,Story,Product,14:53,Tuesday,188,12,332631,41189,35298,31565,504,83,45,202
POST_0490,2024-10-07,Story,Tutorial,12:25,Sunday,289,14,193574,71381,51034,45816,1614,324,404,465
POST_0491,2024-04-18,Story,Behind the Scenes,11:26,Thursday,61,22,94877,45597,31006,27526,907,201,81,298
POST_0492,2024-01-17,Story,User Generated,10:37,Thursday,,22,99282,33589,33523,18566,1263,242,205,182
POST_0493,2024-12-24,Story,Product,21:11,Wednesday,161,4,348556,92982,55190,19228,2383,506,401,441
POST_0494,2024-02-08,Image,Behind the Scenes,16:50,Friday,302,8,131686,47445,31885,15755,678,151,154,218
POST_0495,2024-04-13,Carousel,User Generated,13:45,Saturday,372,15,154319,42063,38125,16875,1467,279,150,431
POST_0496,2023-06-04,Image,User Generated,09:37,Monday,,10,313849,111809,67637,20864,903,74,98,381
